station_name,venue_name,venue_address,venue_distance,venue_latitude,venue_longitude
Général De Gaulle - Alouette,Marché du Cours de Vincennes,66 cours de Vincennes,436,N/A,N/A
Général De Gaulle - Alouette,Piscine Roger le Gall,34 boulevard de Carnot,433,N/A,N/A
Verdun - Adrien Damalix,Franprix,56 bis avenue du Maréchal de Lattre de Tassigny,117,N/A,N/A
Verdun - Adrien Damalix,Association Agents Sante Publique France,12 rue du Val d'Osne,242,N/A,N/A
Verdun - Adrien Damalix,La Poste,57 rue de Paris,520,N/A,N/A
Verdun - Adrien Damalix,Monoprix,75 rue de Paris,596,N/A,N/A
Verdun - Adrien Damalix,Bistrot de Charenton,123 rue de Paris,987,N/A,N/A
Gardenat Lapostol - Franklin Roosevelt,Mont Valérien,boulevard Washington,235,N/A,N/A
Gardenat Lapostol - Franklin Roosevelt,Père Lapin,186 boulevard de Washington,323,N/A,N/A
Gardenat Lapostol - Franklin Roosevelt,Bistrot Là-Haut,70 avenue Franklin Roosevelt,441,N/A,N/A
Gardenat Lapostol - Franklin Roosevelt,L'Atelier des Pains,34 rue Emile Zola,399,N/A,N/A
Gardenat Lapostol - Franklin Roosevelt,L'Ourika,25 rue de Verdun,428,N/A,N/A
Guy Môquet - Compoint,Le 975,25 rue Guy Môquet,59,N/A,N/A
Guy Môquet - Compoint,Le Refuge des Moines,85 rue des Moines,108,N/A,N/A
Guy Môquet - Compoint,Aux Dés Calés,181 Passage Legendre,212,N/A,N/A
Guy Môquet - Compoint,Octopussy Bar,22 rue de la Jonquière,214,N/A,N/A
Guy Môquet - Compoint,Menelik,4 rue Sauffroy,253,N/A,N/A
Charenton - Prague,East Mamma,133 rue du Faubourg Saint-Antoine,339,N/A,N/A
Charenton - Prague,Dersou,"21 rue St-Nicolas, 12e",380,N/A,N/A
Charenton - Prague,L'Ebauchoir,43-45 rue de Citeaux,398,N/A,N/A
Charenton - Prague,Ground Control,"81 rue du Charolais, 12e",643,N/A,N/A
Charenton - Prague,Louie Louie,78 rue de Charonne,654,N/A,N/A
Raspail Barbès,La Table à Jaja,63 rue de Barbès,11,N/A,N/A
Raspail Barbès,Granny Alice,65 Bis rue Marceau,113,N/A,N/A
Raspail Barbès,L' Atelier,60 Bis rue Robespierre,109,N/A,N/A
Raspail Barbès,L'Amourette,54 rue Robespierre,88,N/A,N/A
Raspail Barbès,Rio Dos Camaraos,55 rue Marceau,115,N/A,N/A
Saint-François-Xavier,Coutume Café,"47 rue de Babylone, 7e",271,N/A,N/A
Saint-François-Xavier,Place Vauban,9 place Vauban,269,N/A,N/A
Saint-François-Xavier,Jardin des Invalides,place Vauban,344,N/A,N/A
Saint-François-Xavier,Tombeau de Napoléon,Hôtel National des Invalides,401,N/A,N/A
Saint-François-Xavier,Mori Yoshida,65 avenue de Breteuil,433,N/A,N/A
Place de la Nation - Taillebourg,Khun Akorn,8 avenue de Taillebourg,109,N/A,N/A
Place de la Nation - Taillebourg,Place de la Nation,2 place de la Nation,114,N/A,N/A
Place de la Nation - Taillebourg,Royal VI Nation,7 place de la Nation,156,N/A,N/A
Place de la Nation - Taillebourg,L'Églantine,21 rue Fabre d'Eglantine,239,N/A,N/A
Place de la Nation - Taillebourg,Chez Younice,13 rue d'Avron,337,N/A,N/A
Dantzig - Lefebvre,Le Bistrot d'Indochine,72-82 rue de Dantzig,81,N/A,N/A
Dantzig - Lefebvre,Le Caroubier,82 boulevard Lefebvre,243,N/A,N/A
Dantzig - Lefebvre,Le Coin d'Alexandre,86 rue Olivier de Serres,312,N/A,N/A
Dantzig - Lefebvre,Le Un,1 rue Lefebvre,309,N/A,N/A
Dantzig - Lefebvre,Parc Georges Brassens,"2 place Jacques-Marette, rue de Dantzig",372,N/A,N/A
Hôpital - Campo-Formio,Di-Choulie,11 rue Primatice,284,N/A,N/A
Hôpital - Campo-Formio,Baan Issan,12 rue Véronèse,322,N/A,N/A
Hôpital - Campo-Formio,Tesoro d'Italia,65 boulevard Saint Marcel,350,N/A,N/A
Hôpital - Campo-Formio,Chez Neung,70 boulevard Saint-Marcel,399,N/A,N/A
Hôpital - Campo-Formio,Le Gob,58 avenue des Gobelins,389,N/A,N/A
Galilée - Kléber,Chez Maram,30 rue de Longchamp,265,N/A,N/A
Galilée - Kléber,Mayfair Garden,33 rue de Longchamp,291,N/A,N/A
Galilée - Kléber,Musée national des arts asiatiques Guimet,6 place d'Iéna,349,N/A,N/A
Galilée - Kléber,L'Oiseau Blanc,19 avenue Kléber,386,N/A,N/A
Galilée - Kléber,Le Bar Kléber,19 avenue Kléber,418,N/A,N/A
Jonquoy - Didot,Chez Kimly,86 rue Didot,46,N/A,N/A
Jonquoy - Didot,Le Jéroboam,72 rue Didn't,38,N/A,N/A
Jonquoy - Didot,L'Essentiel,168 rue d'Alésia,356,N/A,N/A
Jonquoy - Didot,Bistrotters,9 rue Decrès,465,N/A,N/A
Jonquoy - Didot,La Régalade,49 avenue Jean Moulin,511,N/A,N/A
Ventadour - Opéra,Udon Bistro Kunitoraya (Kunitoraya),1 rue Villedo,203,N/A,N/A
Ventadour - Opéra,Bibliothèque Nationale de France,58 rue de Richelieu,298,N/A,N/A
Ventadour - Opéra,Café Verlet,256 rue Saint-Honoré,304,N/A,N/A
Ventadour - Opéra,Jardin du Palais Royal,"2 place Colette, 1er",320,N/A,N/A
Ventadour - Opéra,Charvet Place Vendome S.A. (Place Vendôme),28 place Vendôme,354,N/A,N/A
Place de la Fraternité,Kyoto,169 rue de Paris,170,N/A,N/A
Place de la Fraternité,Adonis,207 rue de Paris,281,N/A,N/A
Place de la Fraternité,Les Pianos,26 rue Robespierre,254,N/A,N/A
Place de la Fraternité,La Table d'Emile,7 rue Emile Zola,371,N/A,N/A
Place de la Fraternité,Granny Alice,65 Bis rue Marceau,542,N/A,N/A
Général De Gaulle - Vivien,Marché du Cours de Vincennes,66 cours de Vincennes,160,N/A,N/A
Général De Gaulle - Vivien,Rocher du Zoo de Vincennes,Parc Zoologique de Paris,286,N/A,N/A
Général De Gaulle - Vivien,Grande Serre du Parc Zoologique de Paris,Parc Zoologique de Paris,335,N/A,N/A
Général De Gaulle - Vivien,Parc Zoologique de Paris (Parc zoologique de Paris),"53 avenue de St-Maurice, 12e",431,N/A,N/A
Général De Gaulle - Vivien,Franprix,69 avenue du Général de Gaulle,264,N/A,N/A
Bercy.,Accor Arena,"8 boulevard de Bercy, 12e",125,N/A,N/A
Bercy.,Anco,108 rue de Bercy,147,N/A,N/A
Bercy.,Le Social Bar,25 rue Villiot,324,N/A,N/A
Bercy.,La Cinémathèque française,51 rue de Bercy,404,N/A,N/A
Bercy.,Ground Control,"81 rue du Charolais, 12e",403,N/A,N/A
Madeleine Michelis - Roule,Le Marly,54 avenue du Roule,17,N/A,N/A
Madeleine Michelis - Roule,Bel Canto,6 rue du Commandant Pilot,204,N/A,N/A
Madeleine Michelis - Roule,Ricci,16 rue du Commandant Pilot,159,N/A,N/A
Madeleine Michelis - Roule,La Dolce Vita,49 rue Madeleine Michelis,231,N/A,N/A
Madeleine Michelis - Roule,Romantica Caffé Neuilly,34 rue Perronet,213,N/A,N/A
Square Cambronne,Les Frères Bretons,117 boulevard de Grenelle,331,N/A,N/A
Square Cambronne,Neige d'été,12 rue de l'Amiral Roussin,359,N/A,N/A
Square Cambronne,Le Radis Beurre,51 boulevard Garibaldi,410,N/A,N/A
Square Cambronne,Starbucks,66 avenue de la Motte-Picquet,387,N/A,N/A
Square Cambronne,Le Moulin de la Vierge,166 avenue de Suffren,434,N/A,N/A
Bichat - Grange aux Belles,Artazart,83 quai de Valmy,142,N/A,N/A
Bichat - Grange aux Belles,Le Comptoir Général,80-82 quai de Jemmapes,141,N/A,N/A
Bichat - Grange aux Belles,Canal Saint-Martin,100 quai de Valmy,233,N/A,N/A
Bichat - Grange aux Belles,Pâtisserie Boulangerie Liberté,39 rue des Vinaigriers,261,N/A,N/A
Bichat - Grange aux Belles,Du Pain et des Idées,"34 rue Yves Toudic, 10e",311,N/A,N/A
Rouget de L'isle - Watteau,L'Art du Caftan Paris,69 avenue Rouget de Lisle,66,N/A,N/A
Rouget de L'isle - Watteau,Féliciano Lopes Célia,111 Bis rue Anselme Rondenay,80,N/A,N/A
Rouget de L'isle - Watteau,Lifa,57 avenue Rouget de Lisle,132,N/A,N/A
Rouget de L'isle - Watteau,A.G.E Pro Equipement de Travail,36 rue Henri Matisse,218,N/A,N/A
Rouget de L'isle - Watteau,Gymnase Anton-Makarenko,38 rue Gretillat,443,N/A,N/A
Calmette,Le Chat Blanc,60 boulevard de la Liberté,249,N/A,N/A
Calmette,Namaste Hymalaya,49 boulevard de la Liberté,300,N/A,N/A
Calmette,Île de loisirs de la Corniche des Forts,N/A,837,N/A,N/A
Calmette,La Poste,3 rue Girardot,634,N/A,N/A
Calmette,Le Triton,"11 bis, rue du Coq Français",786,N/A,N/A
Sèvres - Maréchal Juin,Big Fernand,60 rue de Sèvres,109,N/A,N/A
Sèvres - Maréchal Juin,Ajisai,3 rue Michelet,187,N/A,N/A
Sèvres - Maréchal Juin,Le Michelet,67 rue de Sèvres,188,N/A,N/A
Sèvres - Maréchal Juin,Good Morning Vietnam,60 rue de Sèvres,101,N/A,N/A
Sèvres - Maréchal Juin,La Bella Vita,58 rue de Sèvres,132,N/A,N/A
Cujas - Saint-Michel,Amorino,22 rue Soufflot,112,N/A,N/A
Cujas - Saint-Michel,La Filmothèque du Quartier Latin,9 rue Champollion,164,N/A,N/A
Cujas - Saint-Michel,13 au Jardin,5 rue de Médicis,175,N/A,N/A
Cujas - Saint-Michel,Medici Fountain (Fontaine Médicis),Jardin du Luxembourg,231,N/A,N/A
Cujas - Saint-Michel,Gibert Joseph,26-34 boulevard Saint Michel,267,N/A,N/A
Lagny - Victor Basch,Bistrot Mademoiselle,19 avenue Georges Clemenceau,245,N/A,N/A
Lagny - Victor Basch,La Cantine,10 rue Victor Basch,254,N/A,N/A
Lagny - Victor Basch,Thaun Kroûn,26 rue Georges Huchon,313,N/A,N/A
Lagny - Victor Basch,Aux Longs Quartiers,54 rue Gambetta,357,N/A,N/A
Lagny - Victor Basch,Chez Antoine,2 avenue de la République,344,N/A,N/A
Jean Jaurès - Place du Dr Roux,Midpoint Café,1 place du Dix Sept Octobre 1961,46,N/A,N/A
Jean Jaurès - Place du Dr Roux,Aceane Services,39 avenue Chandon,320,N/A,N/A
Jean Jaurès - Place du Dr Roux,Obrigado Popular,8 B avenue Chandon,384,N/A,N/A
Jean Jaurès - Place du Dr Roux,La Criée,253 avenue Laurent Cély,614,N/A,N/A
Jean Jaurès - Place du Dr Roux,Franprix,avenue Chandon,734,N/A,N/A
Pierre Sarrazin - Saint-Michel,Gibert Joseph,26-34 boulevard Saint Michel,48,N/A,N/A
Pierre Sarrazin - Saint-Michel,Patrick Roger,108 boulevard Saint-Germain,98,N/A,N/A
Pierre Sarrazin - Saint-Michel,La Filmothèque du Quartier Latin,9 rue Champollion,153,N/A,N/A
Pierre Sarrazin - Saint-Michel,Le Bistro du Périgord,69-73 rue Saint-Jacques,242,N/A,N/A
Pierre Sarrazin - Saint-Michel,Album,"67 boulevard St-Germain, 5e",256,N/A,N/A
Poissonniers - Championnet,Colchide,97 rue des Poissonniers,325,N/A,N/A
Poissonniers - Championnet,Le Petit Joseph Dijon,3 rue Joseph Dijon,453,N/A,N/A
Poissonniers - Championnet,Parismix,146 rue des Poissonniers,182,N/A,N/A
Poissonniers - Championnet,Café Lomi,"3ter rue Marcadet, 18e",589,N/A,N/A
Poissonniers - Championnet,La Recyclerie,"83 boulevard Ornano, 18e",688,N/A,N/A
Gergovie - Alésia,Le Jéroboam,72 rue Didn't,246,N/A,N/A
Gergovie - Alésia,Chez Kimly,86 rue Didot,327,N/A,N/A
Gergovie - Alésia,Bistrotters,9 rue Decrès,380,N/A,N/A
Gergovie - Alésia,L'Essentiel,168 rue d'Alésia,333,N/A,N/A
Gergovie - Alésia,Sodam,39 rue de Gergovie,352,N/A,N/A
Créteil Pointe du Lac,Stade Dominique Duvauchelle,2 rue Dominique Duvauchelle,208,N/A,N/A
Créteil Pointe du Lac,Espace Franco Berbère,19 place Alizés,102,N/A,N/A
Créteil Pointe du Lac,Afoph Association Formation Prof Personnes Handicapees,14 Square des Griffons,259,N/A,N/A
Créteil Pointe du Lac,Maison du Handball,1 rue Daniel Costantini,348,N/A,N/A
Créteil Pointe du Lac,Atelier sous Réserve,28 esplanade des Abymes,424,N/A,N/A
Euryale Dehaynin - Loire,Barourcq,68 quai de la Loire,28,N/A,N/A
Euryale Dehaynin - Loire,Le Pavillon des Canaux,39 quai de la Loire,164,N/A,N/A
Euryale Dehaynin - Loire,Paname Brewing Company,"41 bis, quai de la Loire",198,N/A,N/A
Euryale Dehaynin - Loire,Le Bastringue,67 quai de la Seine,197,N/A,N/A
Euryale Dehaynin - Loire,Bassin de la Villette,64 quai de la Loire,321,N/A,N/A
Chemin Vert - Fraternité,Assainissement Dégorgement Pompage,37 rue de la Fraternité,67,N/A,N/A
Chemin Vert - Fraternité,Bussonet Couverture,28 rue Louis Aubin,206,N/A,N/A
Chemin Vert - Fraternité,Elegance,2 place Salvador Allende,304,N/A,N/A
Chemin Vert - Fraternité,Jv Renov,14 rue Voltaire,364,N/A,N/A
Chemin Vert - Fraternité,L'Atelier des Artistes,73 boulevard Edouard Branly,666,N/A,N/A
Gare du Nord - Saint-Vincent de Paul,Billili,136 rue du Faubourg Poissonnière,180,N/A,N/A
Gare du Nord - Saint-Vincent de Paul,Brasserie Bellanger,140 rue du Faubourg Poissonnière,176,N/A,N/A
Gare du Nord - Saint-Vincent de Paul,NENI Paris,12 boulevard de Denain,236,N/A,N/A
Gare du Nord - Saint-Vincent de Paul,Carton Bio,6 boulevard de Denain,261,N/A,N/A
Gare du Nord - Saint-Vincent de Paul,Le Louxor,"170 boulevard de Magenta, 10e",341,N/A,N/A
Place de l'Europe - Quai de Bercy,UrbanSoccer,14 rue Jules Vanzuppe,590,N/A,N/A
Place de l'Europe - Quai de Bercy,Mak Boucane,11 place Bobillot,752,N/A,N/A
Place de l'Europe - Quai de Bercy,Musée des Arts Forains,53 avenue des Terroirs de France,933,N/A,N/A
Place de l'Europe - Quai de Bercy,Stade Léo-Lagrange,"Centre sportif Léo Lagrange, 68 boulevard Poniatowski",867,N/A,N/A
Place de l'Europe - Quai de Bercy,O Churrasco,297 rue de Charenton,985,N/A,N/A
Roger Salengro - Fontainebleau,La Goulette (La Goulette Zmen),2 rue Roger Salengro,20,N/A,N/A
Roger Salengro - Fontainebleau,Sésame et Sel,11 B rue Roger Salengro 94270,65,N/A,N/A
Roger Salengro - Fontainebleau,Sidi Bou,16 rue du Général Leclerc,106,N/A,N/A
Roger Salengro - Fontainebleau,Le Plaza,8 bis avenue de Fontainebleau,126,N/A,N/A
Roger Salengro - Fontainebleau,Fratello's,37 avenue de Fontainebleau,109,N/A,N/A
Route de la Muette - Porte de Neuilly,Jardin d'Acclimatation,45 avenue du Mahatma Gandhi,429,N/A,N/A
Route de la Muette - Porte de Neuilly,Louis Vuitton Foundation (Fondation Louis Vuitton),8 avenue du Mahatma Gandhi,498,N/A,N/A
Route de la Muette - Porte de Neuilly,Librairie de la Fondation Louis Vuitton,8 avenue du Mahatma Gandhi,511,N/A,N/A
Route de la Muette - Porte de Neuilly,Livio,6 rue de Longchamp,526,N/A,N/A
Route de la Muette - Porte de Neuilly,Le Frank,8 avenue du Mahatma Gandhi,496,N/A,N/A
Aristide Briand - Gare de Bagneux,Franprix,26 avenue du Pont Royal,88,N/A,N/A
Aristide Briand - Gare de Bagneux,Pharmacie du Pont-Royal,212 avenue Aristide Briand,55,N/A,N/A
Aristide Briand - Gare de Bagneux,Le Magistral,188 avenue Aristide Briand,93,N/A,N/A
Aristide Briand - Gare de Bagneux,Sushi Hikari,142 avenue Aristide Briand,370,N/A,N/A
Aristide Briand - Gare de Bagneux,Suzuki Bagneux,222 avenue Aristide Briand,207,N/A,N/A
Jean Monnet - Iles,Monsieur Moulinot,3-5 boulevard des Îles,44,N/A,N/A
Jean Monnet - Iles,Café Côté Rive,284 boulevard Jean Jaurès,267,N/A,N/A
Jean Monnet - Iles,Fratelli Pastore,2 rue Yves Kermen,276,N/A,N/A
Jean Monnet - Iles,La Guinguette Boulogne,4 rue Yves Kermen,304,N/A,N/A
Jean Monnet - Iles,Le Maryland,267 avenue Jean Jacques Rousseau,317,N/A,N/A
Custine - Ramey,À la Bière Comme À la Bière,20 rue Custine,55,N/A,N/A
Custine - Ramey,Enishi,67 rue Labat,67,N/A,N/A
Custine - Ramey,Sacrée Fleur,50 rue de Clignancourt,148,N/A,N/A
Custine - Ramey,Le Rococo,2 rue Ramey,165,N/A,N/A
Custine - Ramey,La Porteña,3 rue Muller,225,N/A,N/A
Pierre Lefaucheux - Traversière,La Machine à Coudes,57 rue yves kermen,257,N/A,N/A
Pierre Lefaucheux - Traversière,Meunier Thierry,58 rue Marcel Bontemps,355,N/A,N/A
Pierre Lefaucheux - Traversière,La Table de Cybèle,38 rue de Meudon,406,N/A,N/A
Pierre Lefaucheux - Traversière,Les Trois Petits,"117 ter, rue du Point du Jour",428,N/A,N/A
Pierre Lefaucheux - Traversière,Marché Billancourt,rue Quatre Cheminées,816,N/A,N/A
Jouffroy d'Abbans - Wagram,Les Demoiselles,23 rue Léon Jost,98,N/A,N/A
Jouffroy d'Abbans - Wagram,La Fille du Boucher,20 rue Cardinet,129,N/A,N/A
Jouffroy d'Abbans - Wagram,Il était une oie dans le Sud-Ouest,8 rue Gustave Flaubert,169,N/A,N/A
Jouffroy d'Abbans - Wagram,Boulangerie-Pâtisserie Lohezic,143 rue de Courcelles,233,N/A,N/A
Jouffroy d'Abbans - Wagram,L'Huîtrier,16 rue Saussier Leroy,434,N/A,N/A
Square Léon,Gibert Joseph,15-17 boulevard Barbès,318,N/A,N/A
Square Léon,Sacrée Fleur,50 rue de Clignancourt,404,N/A,N/A
Square Léon,Le Louxor,"170 boulevard de Magenta, 10e",426,N/A,N/A
Square Léon,À la Bière Comme À la Bière,20 rue Custine,457,N/A,N/A
Square Léon,La Porteña,3 rue Muller,450,N/A,N/A
Place Aristide Briand,Monoprix,75 rue de Paris,103,N/A,N/A
Place Aristide Briand,Les Foulées Charentonnaises,2 rue Anatole France,96,N/A,N/A
Place Aristide Briand,François Chaussures,74 rue de Paris,120,N/A,N/A
Place Aristide Briand,Cabinet Chiropratique Nadia Anastasia Bulj,7 rue du Général Leclerc,159,N/A,N/A
Place Aristide Briand,Bistrot de Charenton,123 rue de Paris,444,N/A,N/A
Place De Fontenoy - Saxe,École Militaire,avenue de la Motte-Picquet,365,N/A,N/A
Place De Fontenoy - Saxe,Mori Yoshida,65 avenue de Breteuil,461,N/A,N/A
Place De Fontenoy - Saxe,Zia,22 avenue de Tourville rue Chevert,443,N/A,N/A
Place De Fontenoy - Saxe,Le Moulin de la Vierge,166 avenue de Suffren,453,N/A,N/A
Place De Fontenoy - Saxe,L'Antre Amis,9 rue Bouchut 75015,458,N/A,N/A
Michelet - Dr Bauer,Mains d'Oeuvres,1 rue Charles Garnier,389,N/A,N/A
Michelet - Dr Bauer,Franprix,56-74 avenue Michelet,183,N/A,N/A
Michelet - Dr Bauer,Marché Serpette et Paul Bert,110 rue des Rosiers,442,N/A,N/A
Michelet - Dr Bauer,Marché Vernaison,99 rue des Rosiers,431,N/A,N/A
Michelet - Dr Bauer,Marché aux Puces de Saint-Ouen,"138/140 rue des Rosiers, 93400",445,N/A,N/A
Hôtel de Ville d'Argenteuil,Subway,5 rue Defresnes Bast,282,N/A,N/A
Hôtel de Ville d'Argenteuil,McDonald's,55 rue Paul Vaillant Couturier,264,N/A,N/A
Hôtel de Ville d'Argenteuil,Monoprix,1 boulevard Jean Allemane,396,N/A,N/A
Hôtel de Ville d'Argenteuil,Boutique Orange,50 avenue du Maréchal Foch,378,N/A,N/A
Hôtel de Ville d'Argenteuil,Volcano Lounge,15 rue Paul Vaillant Couturier,369,N/A,N/A
Guynemer - Jardin du Luxembourg,Parc de jeux du Jardin du Luxembourg,Jardin du Luxembourg,136,N/A,N/A
Guynemer - Jardin du Luxembourg,Amorino,4 rue Vavin,212,N/A,N/A
Guynemer - Jardin du Luxembourg,Luxembourg Garden (Jardin du Luxembourg),6e Arrondissement,293,N/A,N/A
Guynemer - Jardin du Luxembourg,Alliance Française,101 boulevard Raspail Paris,296,N/A,N/A
Guynemer - Jardin du Luxembourg,Grand Bassin du Jardin du Luxembourg,Jardin du Luxembourg,340,N/A,N/A
Sénat - Condé,13 au Jardin,5 rue de Médicis,156,N/A,N/A
Sénat - Condé,Medici Fountain (Fontaine Médicis),Jardin du Luxembourg,173,N/A,N/A
Sénat - Condé,Bar 10,10 rue de l'Odéon,181,N/A,N/A
Sénat - Condé,BREIZH Café | La Crêpe Autrement,1 rue de l'Odéon,241,N/A,N/A
Sénat - Condé,Jugetsudo,95 rue de Seine,263,N/A,N/A
Verdun - Carnot,Shinjuku,166 boulevard de Stalingrad,399,N/A,N/A
Verdun - Carnot,Pasqualina,84 rue Jean le Galleu,506,N/A,N/A
Verdun - Carnot,Auchan Supermarché Ivry,107 rue Hoche,415,N/A,N/A
Verdun - Carnot,Tang Frères,163-169 boulevard de Stalingrad,653,N/A,N/A
Verdun - Carnot,Le KB,114 avenue de Fontainebleau,840,N/A,N/A
Berthier - Porte de Clichy,Burger King,187 avenue de Clichy,71,N/A,N/A
Berthier - Porte de Clichy,Ateliers Berthier,"1 rue André Suarès, 17e",96,N/A,N/A
Berthier - Porte de Clichy,Parc Clichy-Batignolles,147 rue Cardinet,431,N/A,N/A
Berthier - Porte de Clichy,Coretta,"151 bis, rue Cardinet",527,N/A,N/A
Berthier - Porte de Clichy,Churrasqueira Do Povo,7 rue Curton,565,N/A,N/A
Mairie du 4ème,Aux Merveilleux,24 rue du Pont Louis Philippe,29,N/A,N/A
Mairie du 4ème,Au Bourguignon du Marais,52 rue François Miron,103,N/A,N/A
Mairie du 4ème,Mélodies Graphiques,10 rue du Pont Louis-Philippe,122,N/A,N/A
Mairie du 4ème,Lot of Wine,54 rue de l'Hôtel de Ville,170,N/A,N/A
Mairie du 4ème,Maison Aleph,20 rue de la Verrerie,192,N/A,N/A
Félix Faure - Sadi Carnot,Hoops Factory,3 rue Pierre Larousse,399,N/A,N/A
Félix Faure - Sadi Carnot,Auchan Supermarché Aubervilliers,55 rue de la Commune de Paris,238,N/A,N/A
Félix Faure - Sadi Carnot,UrbanSoccer,45 rue de la Haie Coq,381,N/A,N/A
Félix Faure - Sadi Carnot,Discount Batipoint,100 boulevard Félix Faure,193,N/A,N/A
Félix Faure - Sadi Carnot,Théâtre de la Commune,2 rue Edouard Poisson Bp 157,464,N/A,N/A
Jeanne Hornet - Girardot,La Poste,3 rue Girardot,259,N/A,N/A
Jeanne Hornet - Girardot,Résidence les 4 Saisons,73 rue Louise Michel,479,N/A,N/A
Jeanne Hornet - Girardot,Le Chat Blanc,60 boulevard de la Liberté,851,N/A,N/A
Jeanne Hornet - Girardot,Société d'Anesthesie et de Reanimation Floreal,40 rue Floreal,551,N/A,N/A
Jeanne Hornet - Girardot,BTP Résidences Médico Sociales,2 rue Descartes,560,N/A,N/A
Porte Dorée,Porte Dorée,101 boulevard Poniatowski,75,N/A,N/A
Porte Dorée,Palais de la Porte Dorée – Musée national de l'Histoire de l'Immigration,293 avenue Daumesnil,115,N/A,N/A
Porte Dorée,Aquarium de la Porte Dorée,293 avenue Daumesnil,118,N/A,N/A
Porte Dorée,C'sters Cafe,4 place Edouard Renouard,83,N/A,N/A
Porte Dorée,Sakura,254 avenue Daumesnil,365,N/A,N/A
Place de la Gare,La Poste,1 place Jean Moulin,60,N/A,N/A
Place de la Gare,Franprix,102 avenue du Général de Gaulle,58,N/A,N/A
Place de la Gare,Place de la Gare,place de la Gare,87,N/A,N/A
Place de la Gare,Librairie la Ruche,47 avenue du Général de Gaulle,109,N/A,N/A
Place de la Gare,SFCD,12B cours des Juillotes,202,N/A,N/A
Gare de Bellevue,L'étoile du Berger,21 rue Marcel Allégot,219,N/A,N/A
Gare de Bellevue,Le Central,26 rue Marcel Allégot,123,N/A,N/A
Gare de Bellevue,L'Escarbille,8 rue de Vélizy,217,N/A,N/A
Gare de Bellevue,Franprix,5 rue Pierre Wacquant,103,N/A,N/A
Gare de Bellevue,La Poste,42 route des Gardes,171,N/A,N/A
Gare de Clichy-Levallois ,Centre Aquatique,15 rue Raspail,412,N/A,N/A
Gare de Clichy-Levallois ,Lego Store,C.C So Ouest,494,N/A,N/A
Gare de Clichy-Levallois ,Nolita Caffe,29 rue Henri Barbusse,421,N/A,N/A
Gare de Clichy-Levallois ,So Ouest,31 rue d'Alsace,454,N/A,N/A
Gare de Clichy-Levallois ,Uniqlo,"Porte Parc Alsace, 31 rue d'Alsace",432,N/A,N/A
Bateliers - Quai de Seine,Leroy Merlin,9 rue Ardoin,49,N/A,N/A
Bateliers - Quai de Seine,La Pralinoise,"19 avenue de Fontainebleau, 94270 Le Kremlin-Bicètre, France",414,N/A,N/A
Bateliers - Quai de Seine,Parc du Château de Saint Ouen,37 rue Albert Dhalenne,455,N/A,N/A
Bateliers - Quai de Seine,Yaya Saint-Ouen,8 rue de l'Hippodrome,541,N/A,N/A
Bateliers - Quai de Seine,Carrefour City,12 rue des Bateliers,323,N/A,N/A
Dom-Pérignon - Gravelle,Bistrot de Charenton,123 rue de Paris,139,N/A,N/A
Dom-Pérignon - Gravelle,La Cipale,51 avenue de Gravelle,120,N/A,N/A
Dom-Pérignon - Gravelle,Glodis,117 Bis rue de Paris,152,N/A,N/A
Dom-Pérignon - Gravelle,Franprix,11 avenue de la Liberté,246,N/A,N/A
Dom-Pérignon - Gravelle,Auchan Supermarché Charenton,Cc la Coupole,334,N/A,N/A
Palais des Sports,Porte de Versailles,place de la Porte de Versailles,216,N/A,N/A
Palais des Sports,Le Beurre Noisette,"68 rue Vasco de Gama, 15e",275,N/A,N/A
Palais des Sports,Creperie Mad'eo,14 rue de Cadix,277,N/A,N/A
Palais des Sports,Afaria,15 rue Desnouettes,503,N/A,N/A
Palais des Sports,Sushiken,12 rue Ernest Renan,475,N/A,N/A
Sadi Carnot - François Mitterrand ,La Poste,3 rue Girardot,72,N/A,N/A
Sadi Carnot - François Mitterrand ,Le Chat Blanc,60 boulevard de la Liberté,584,N/A,N/A
Sadi Carnot - François Mitterrand ,Bertheau Nicole,246 rue de Noisy le Sec,360,N/A,N/A
Sadi Carnot - François Mitterrand ,Namaste Hymalaya,49 boulevard de la Liberté,609,N/A,N/A
Sadi Carnot - François Mitterrand ,L'Atmosphère,1-31 rue Romain Rolland,663,N/A,N/A
Duroc - Place de Breteuil,Mori Yoshida,65 avenue de Breteuil,63,N/A,N/A
Duroc - Place de Breteuil,Le Moulin de la Vierge,166 avenue de Suffren,350,N/A,N/A
Duroc - Place de Breteuil,Fromagerie Quatrehomme,62 rue de Sèvres,517,N/A,N/A
Duroc - Place de Breteuil,Joséphine Chez Dumonet,117 rue du Cherche Midi 6th Arr,564,N/A,N/A
Duroc - Place de Breteuil,Le Petit Lutetia,107 rue de Sèvres,591,N/A,N/A
Quai du Président Roosevelt - Pont Aval,Brasserie Paris-Seattle,39 quai du Président Roosevelt,37,N/A,N/A
Quai du Président Roosevelt - Pont Aval,Au Trinquet,8 quai Saint-Exupéry,353,N/A,N/A
Quai du Président Roosevelt - Pont Aval,Tennis Suzanne Lenglen,Parc Suzanne Lenglen,447,N/A,N/A
Quai du Président Roosevelt - Pont Aval,Parc omnisports Suzanne Lenglen,Parc Suzanne Lenglen,537,N/A,N/A
Quai du Président Roosevelt - Pont Aval,Charpentier et Associés,74 rue Camille Desmoulins,526,N/A,N/A
